vocab_id;word_type;german_word;english_translation;pronunciation_ipa;example_de;example_en;category;tags;frequency;level;difficulty;verb_stem;verb_type;past_participle;comparative;superlative;governs_case;usage_notes;cultural_note
V0055;preposition;zu;to, at;[t͡suː];Ich gehe zum Arzt.;I'm going to the doctor.;Prepositions (Dative);a1-essential,preposition;98;13;2;;;;;;dative;Contractions: zum (zu dem), zur (zu der).
V0056;preposition;für;for;[fyːɐ̯];Das Geschenk ist für dich.;The gift is for you.;Prepositions (Accusative);a1-essential,preposition;97;6;2;;;;;;accusative;;
V0057;preposition;von;from, of;[fɔn];Das ist ein Lied von Mozart.;That is a song by Mozart.;Prepositions (Dative);a1-essential,preposition;96;13;2;;;;;;dative;;
V0058;preposition;nach;to, after;[naːx];Wir fliegen nach Deutschland.;We are flying to Germany.;Prepositions (Dative);a1-essential,preposition;95;13;2;;;;;;dative;Used for cities/countries without articles.
V0059;preposition;aus;from, out of;[aʊ̯s];Er kommt aus der Türkei.;He comes from Turkey.;Prepositions (Dative);a1-essential,preposition;95;13;2;;;;;;dative;Indicates origin.
V0060;conjunction;und;and;[ʊnt];Ich kaufe Äpfel und Bananen.;I am buying apples and bananas.;Conjunctions (Coordinating);a1-essential,grammar;100;5;1;;;;;;;Position 0 conjunction.
V0061;conjunction;aber;but, however;[ˈaːbɐ];Das ist schön, aber teuer.;That is nice, but expensive.;Conjunctions (Coordinating);a1-essential,grammar;99;5;1;;;;;;;Position 0 conjunction.
V0062;conjunction;oder;or;[ˈoːdɐ];Möchtest du Tee oder Kaffee?;Do you want tea or coffee?;Conjunctions (Coordinating);a1-essential,grammar;98;5;1;;;;;;;Position 0 conjunction.
V0063;conjunction;weil;because;[vaɪ̯l];Ich lerne Deutsch, weil ich in Berlin arbeite.;I'm learning German because I work in Berlin.;Conjunctions (Subordinating);a1-essential,grammar;97;21;3;;;;;;;Subordinating conjunction (kicks verb to the end).
V0064;conjunction;dass;that;[das];Ich denke, dass es gut ist.;I think that it is good.;Conjunctions (Subordinating);a1-essential,grammar;96;21;3;;;;;;;Subordinating conjunction (kicks verb to the end).
V0065;q-word;was;what;[vas];Was ist das?;What is that?;Question Words;a1-essential,question;99;7;1;;;;;;;
V0066;q-word;wer;who;[veːɐ̯];Wer ist das?;Who is that?;Question Words;a1-essential,question;99;7;1;;;;;;;Asks for the nominative subject.
V0067;q-word;wo;where (location);[voː];Wo wohnst du?;Where do you live?;Question Words;a1-essential,question;99;7;1;;;;;;;Asks for a static location.
V0068;q-word;wie;how;[viː];Wie geht es Ihnen?;How are you?;Question Words;a1-essential,question;98;1;1;;;;;;;Also used for 'what' in 'Wie heißen Sie?'.
V0069;q-word;wann;when;[van];Wann beginnt der Film?;When does the movie start?;Question Words;a1-essential,question;97;7;1;;;;;;;
V0070;q-word;warum;why;[vaˈʁʊm];Warum lernst du Deutsch?;Why are you learning German?;Question Words;a1-essential,question;96;7;2;;;;;;;
V0071;verb;kaufen;to buy;[ˈkaʊ̯fn̩];Ich kaufe ein neues Hemd.;I'm buying a new shirt.;Action Verbs;common,daily,shopping;90;5;2;kauf;regular;gekauft;;;;;
V0072;verb;bezahlen;to pay for;[bəˈt͡saːlən];Ich möchte bitte bezahlen.;I would like to pay, please.;Action Verbs;common,daily,shopping;89;22;2;bezahl;regular;bezahlt;;;;;
V0073;verb;essen;to eat;[ˈɛsn̩];Was isst du gern?;What do you like to eat?;Action Verbs;common,daily,food;90;6;3;ess/iss;irregular;gegessen;;;;Vowel change e->i.
V0074;verb;trinken;to drink;[ˈtʁɪŋkən];Ich trinke gern Kaffee.;I like to drink coffee.;Action Verbs;common,daily,food;90;6;3;trink;irregular;getrunken;;;;;
V0075;verb;lesen;to read;[ˈleːzn̩];Er liest die Zeitung.;He is reading the newspaper.;Action Verbs;common,leisure;88;9;3;les/lies;irregular;gelesen;;;;Vowel change e->ie.
V0076;verb;schreiben;to write;[ˈʃʁaɪ̯bən];Ich schreibe eine E-Mail.;I am writing an e-mail.;Action Verbs;common,work,learning;88;8;3;schreib;irregular;geschrieben;;;;;
V0077;verb;hören;to hear, to listen;[ˈhøːʁən];Ich höre gern Musik.;I like to listen to music.;Sensory Verbs;common,leisure;87;11;2;hör;regular;gehört;;;;;
V0078;verb;lernen;to learn, to study;[ˈlɛʁnən];Wir lernen zusammen Deutsch.;We are learning German together.;Cognitive Verbs;common,learning;89;4;2;lern;regular;gelernt;;;;;
V0079;verb;verstehen;to understand;[fɛɐ̯ˈʃteːən];Ich verstehe die Frage nicht.;I don't understand the question.;Cognitive Verbs;common,learning;88;15;3;versteh;irregular;verstanden;;;;Inseparable prefix verb.
V0080;verb;fragen;to ask;[ˈfʁaːɡn̩];Kann ich dich etwas fragen?;Can I ask you something?;Communication Verbs;common,daily;87;7;2;frag;regular;gefragt;;;;;
V0081;verb;antworten;to answer;[ˈantvɔʁtn̩];Er antwortet auf die E-Mail.;He is answering the e-mail.;Communication Verbs;common,daily;86;7;2;antwort;regular;geantwortet;;;;Often used with `auf` + Accusative.
V0082;verb;arbeiten;to work;[ˈaʁbaɪ̯tn̩];Ich arbeite bei Siemens.;I work at Siemens.;Action Verbs;common,work;89;4;2;arbeit;regular;gearbeitet;;;;Adds an 'e' in some conjugations (du arbeitest).
V0083;verb;wohnen;to live, to reside;[ˈvoːnən];Ich wohne in München.;I live in Munich.;Positional Verbs;common,home;88;4;2;wohn;regular;gewohnt;;;;;
V0084;verb;leben;to live, to be alive;[ˈleːbən];Meine Großeltern leben nicht mehr.;My grandparents are no longer alive.;Core Verbs;common,life;87;14;2;leb;regular;gelebt;;;;More about being alive than residing.
V0085;verb;brauchen;to need;[ˈbʁaʊ̯xən];Ich brauche Hilfe.;I need help.;Action Verbs;common,daily;86;8;2;brauch;regular;gebraucht;;;;;
V0086;verb;suchen;to look for, to search;[ˈzuːxn̩];Ich suche meine Brille.;I'm looking for my glasses.;Action Verbs;common,daily;85;8;2;such;regular;gesucht;;;;;
V0087;verb;nehmen;to take;[ˈneːmən];Ich nehme den Bus.;I am taking the bus.;Action Verbs;common,daily;89;9;3;nehm/nimm;irregular;genommen;;;;Vowel change e->i and consonant change.
V0088;verb;bringen;to bring;[ˈbʁɪŋən];Der Kellner bringt die Rechnung.;The waiter is bringing the bill.;Action Verbs;common,daily;87;13;3;bring;irregular;gebracht;;;;;
V0089;verb;fahren;to drive, to go, to travel;[ˈfaːʁən];Ich fahre mit dem Auto zur Arbeit.;I drive to work by car.;Movement Verbs;common,daily,travel;89;9;3;fahr/fähr;irregular;gefahren;;;;Vowel change a->ä. Uses `sein` in Perfekt.
V0090;verb;fliegen;to fly;[ˈfliːɡn̩];Wir fliegen nach Spanien.;We are flying to Spain.;Movement Verbs;common,travel;86;17;3;flieg;irregular;geflogen;;;;Uses `sein` in Perfekt.
V0091;verb;schwimmen;to swim;[ˈʃvɪmən];Im Sommer schwimme ich gern im See.;In summer I like to swim in the lake.;Movement Verbs;common,leisure,sports;84;25;3;schwimm;irregular;geschwommen;;;;Uses `sein` (motion) or `haben` (activity). A1 usually learns `sein`.
V0092;verb;singen;to sing;[ˈzɪŋən];Sie singt sehr gut.;She sings very well.;Action Verbs;leisure,arts;83;10;3;sing;irregular;gesungen;;;;;
V0093;verb;tanzen;to dance;[ˈtant͡sn̩];Tanzt du gern?;Do you like to dance?;Action Verbs;leisure,arts;82;11;2;tanz;regular;getanzt;;;;;
V0094;verb;spielen;to play;[ˈʃpiːlən];Die Kinder spielen im Garten.;The children are playing in the garden.;Action Verbs;common,leisure,sports;85;4;2;spiel;regular;gespielt;;;;;
V0095;verb;lieben;to love;[ˈliːbən];Ich liebe meine Familie.;I love my family.;Cognitive Verbs;common,feelings;84;11;2;lieb;regular;geliebt;;;;;
V0096;verb;mögen;to like;[ˈmøːɡn̩];Ich mag Schokolade.;I like chocolate.;Cognitive Verbs;common,feelings;88;10;3;mag;modal;gemocht;;;;Used for liking things (nouns). Irregular: `ich mag, du magst, er mag`.
V0097;verb;helfen;to help;[ˈhɛlfn̩];Kannst du mir bitte helfen?;Can you please help me?;Action Verbs;common,daily;87;9;3;helf/hilf;irregular;geholfen;;;;Always takes a dative object. Vowel change e->i.
V0098;verb;zeigen;to show;[ˈt͡saɪ̯ɡn̩];Ich zeige dir die Fotos.;I'll show you the photos.;Action Verbs;common,daily;85;12;2;zeig;regular;gezeigt;;;;Often takes a dative object (the person being shown to).
V0099;verb;erklären;to explain;[ɛɐ̯ˈklɛːʁən];Können Sie das bitte erklären?;Can you please explain that?;Communication Verbs;learning,work;84;16;2;erklär;regular;erklärt;;;;Inseparable prefix verb.
V0100;verb;anrufen;to call (by phone);[ˈanˌʁuːfn̩];Ich rufe dich später an.;I'll call you later.;Separable Verbs;common,daily;88;14;2;ruf...an;separable;angerufen;;;;The prefix `an-` goes to the end of the clause.
V0101;verb;einkaufen;to shop for groceries;[ˈaɪ̯nˌkaʊ̯fn̩];Ich kaufe am Samstag ein.;I go grocery shopping on Saturday.;Separable Verbs;common,daily,shopping;87;14;2;kauf...ein;separable;eingekauft;;;;Prefix `ein-` goes to the end.
V0102;verb;aufstehen;to get up, to stand up;[ˈaʊ̯fˌʃteːən];Ich stehe um 6 Uhr auf.;I get up at 6 o'clock.;Separable Verbs;common,daily;86;14;3;steh...auf;separable;aufgestanden;;;;Uses `sein` in Perfekt.
V0103;verb;fernsehen;to watch TV;[ˈfɛɐ̯nˌzeːən];Wir sehen abends fern.;We watch TV in the evening.;Separable Verbs;common,leisure;85;14;3;seh...fern;separable;ferngesehen;;;;Vowel change e->ie in the stem.
V0104;verb;mitkommen;to come with/along;[ˈmɪtˌkɔmən];Kommst du mit ins Kino?;Are you coming along to the cinema?;Separable Verbs;common,social;84;14;3;komm...mit;separable;mitgekommen;;;;Uses `sein` in Perfekt.
V0105;adjective;frei;free, available;[fʁaɪ̯];Ist dieser Platz frei?;Is this seat available?;Adjectives (State);common,daily;90;7;1;;;;freier;am freisten;;
V0106;adjective;offen;open;[ˈɔfn̩];Das Fenster ist offen.;The window is open.;Adjectives (State);common,daily;88;5;1;;;;offener;am offensten;;
V0107;adjective;geschlossen;closed;[ɡəˈʃlɔsn̩];Die Tür ist geschlossen.;The door is closed.;Adjectives (State);common,daily;87;5;1;;;;;;;Also the past participle of `schließen`.
V0108;adjective;fertig;finished, ready;[ˈfɛʁtɪç];Das Essen ist fertig.;The food is ready.;Adjectives (State);common,daily;86;8;1;;;;;;;
V0109;adjective;richtig;right, correct;[ˈʁɪçtɪç];Die Antwort ist richtig.;The answer is correct.;Adjectives (Quality);common,learning;85;8;1;;;;;;;
V0110;adjective;falsch;wrong, false;[falʃ];Das ist die falsche Nummer.;That is the wrong number.;Adjectives (Quality);common,learning;84;8;1;;;;;;;
V0111;adjective;kalt;cold;[kalt];Mir ist kalt.;I am cold.;Adjectives (Temperature);common,weather;88;1;1;;;;kälter;am kältesten;;
V0112;adjective;warm;warm;[vaʁm];Das Wasser ist warm.;The water is warm.;Adjectives (Temperature);common,weather;87;6;1;;;;wärmer;am wärmsten;;
V0113;adjective;heiß;hot;[haɪ̯s];Der Kaffee ist zu heiß.;The coffee is too hot.;Adjectives (Temperature);common,weather;86;1;1;;;;heißer;am heißesten;;
V0114;adjective;schön;beautiful, nice;[ʃøːn];Das ist ein schöner Tag.;That is a beautiful day.;Adjectives (Appearance);common;89;3;1;;;;schöner;am schönsten;;
V0115;adjective;hässlich;ugly;[ˈhɛslɪç];Ich finde das Bild hässlich.;I find the picture ugly.;Adjectives (Appearance);common;80;23;1;;;;hässlicher;am hässlichsten;;
V0116;adjective;schnell;fast, quick;[ʃnɛl];Er läuft sehr schnell.;He runs very fast.;Adjectives (Speed);common;85;5;1;;;;schneller;am schnellsten;;
V0117;adjective;langsam;slow;[ˈlaŋzaːm];Bitte sprechen Sie langsam.;Please speak slowly.;Adjectives (Speed);common,learning;84;5;1;;;;langsamer;am langsamsten;;
V0118;adjective;laut;loud;[laʊ̯t];Die Musik ist zu laut.;The music is too loud.;Adjectives (Sound);common;83;11;1;;;;lauter;am lautesten;;
V0119;adjective;leise;quiet;[ˈlaɪ̯zə];Sei bitte leise!;Please be quiet!;Adjectives (Sound);common;82;11;1;;;;leiser;am leisesten;;
V0120;adjective;einfach;easy, simple;[ˈaɪ̯nfax];Die Frage ist einfach.;The question is easy.;Adjectives (Difficulty);common,learning;88;2;1;;;;einfacher;am einfachsten;;
V0121;adjective;schwer;difficult, heavy;[ʃveːɐ̯];Die Prüfung war schwer.;The exam was difficult.;Adjectives (Difficulty);common,learning;87;2;1;;;;schwerer;am schwersten;;Also means 'heavy'.
V0122;adjective;wichtig;important;[ˈvɪçtɪç];Das ist eine wichtige Information.;That is an important piece of information.;Adjectives (Quality);common;86;15;1;;;;wichtiger;am wichtigsten;;
V0123;adjective;interessant;interesting;[ɪntəʁɛˈsant];Der Film ist sehr interessant.;The movie is very interesting.;Adjectives (Quality);common;85;15;1;;;;interessanter;am interessantesten;;
V0124;adverb;gern;gladly, with pleasure;[ɡɛʁn];Ich trinke gern Tee.;I like to drink tea.;Adverbs (Manner);a1-essential,common;90;25;2;;;;lieber;am liebsten;;"Used after a verb to mean 'to like to do' that action.";
V0125;adverb;sehr;very;[zeːɐ̯];Das ist sehr gut.;That is very good.;Adverbs (Degree);a1-essential,common;95;3;1;;;;;;;
V0126;adverb;zu;too (excessively);[t͡suː];Das ist zu teuer.;That is too expensive.;Adverbs (Degree);common;90;9;1;;;;;;;Same word as the dative preposition 'zu'.
V0127;adverb;auch;also, too;[aʊ̯x];Ich komme auch mit.;I'm coming along too.;Adverbs (Manner);common;94;14;1;;;;;;;
V0128;adverb;nur;only;[nuːɐ̯];Ich habe nur 5 Euro.;I only have 5 Euros.;Adverbs (Manner);common;93;9;1;;;;;;;
V0129;adverb;wieder;again;[ˈviːdɐ];Komm bitte wieder!;Please come again!;Adverbs (Time);common;92;1;1;;;;;;;
V0130;adverb;schon;already, yet;[ʃoːn];Bist du schon fertig?;Are you already finished?;Adverbs (Time);common;91;8;1;;;;;;;
V0131;adverb;noch;still, yet;[nɔx];Ich bin noch nicht fertig.;I am not finished yet.;Adverbs (Time);common;90;8;1;;;;;;;
V0132;adverb;immer;always;[ˈɪmɐ];Er kommt immer zu spät.;He always comes too late.;Adverbs (Frequency);common;88;16;1;;;;;;;
V0133;adverb;oft;often;[ɔft];Wir gehen oft ins Kino.;We often go to the cinema.;Adverbs (Frequency);common;87;16;1;;;;öfter;am häufigsten;;
V0134;adverb;manchmal;sometimes;[ˈmançmaːl];Manchmal esse ich Pizza.;Sometimes I eat pizza.;Adverbs (Frequency);common;86;16;1;;;;;;;
V0135;adverb;nie;never;[niː];Ich war noch nie in Japan.;I have never been to Japan.;Adverbs (Frequency);common;85;16;1;;;;;;;
V0136;adverb;vielleicht;perhaps, maybe;[fiˈlaɪ̯çt];Vielleicht komme ich später.;Maybe I'll come later.;Adverbs (Modality);common;89;1;1;;;;;;;
V0137;particle;mal;just, once (softener);[maːl];Schau mal!;Just look!;Particles;common,spoken;80;19;2;;;;;;;Used to make commands and requests sound softer and more casual.
V0138;particle;denn;then (in questions);[dɛn];Was ist das denn?;What is that then?;Particles;common,spoken;75;7;2;;;;;;;Used in questions to show interest or surprise. Not the same as the conjunction `denn`.
V0139;verb;dürfen;may, to be allowed to;[ˈdʏʁfn̩];Darf ich hier rauchen?;Am I allowed to smoke here?;Modal Verbs;modal,permission;88;18;3;darf;modal;gedurft;;;;`nicht dürfen` means 'must not / be forbidden'.
V0140;verb;sollen;should, ought to;[ˈzɔlən];Du sollst deine Hausaufgaben machen.;You should do your homework.;Modal Verbs;modal,obligation;87;18;3;soll;modal;gesollt;;;;Often implies an order or advice from someone else.
V0141;verb;kennen;to know, be familiar with;[ˈkɛnən];Ich kenne diesen Mann.;I know this man.;Cognitive Verbs;common;86;15;3;kenn;irregular;gekannt;;;;Used for people, places, things. Different from `wissen` (to know a fact).
V0142;verb;sitzen;to sit;[ˈzɪt͡sn̩];Wir sitzen auf dem Sofa.;We are sitting on the sofa.;Positional Verbs;common,daily;85;16;3;sitz;irregular;gesessen;;;;;
V0143;verb;legen;to lay, put (horizontally);[ˈleːɡn̩];Ich lege das Buch auf den Tisch.;I am laying the book on the table.;Positional Verbs;common,daily;84;18;2;leg;regular;gelegt;;;;Takes an accusative object, implies direction.
V0144;verb;stellen;to put, place (vertically);[ˈʃtɛlən];Ich stelle die Flasche in den Kühlschrank.;I'm putting the bottle in the fridge.;Positional Verbs;common,daily;83;18;2;stell;regular;gestellt;;;;Takes an accusative object, implies direction.
V0145;verb;hängen;to hang;[ˈhɛŋən];Ich hänge das Bild an die Wand.;I'm hanging the picture on the wall.;Positional Verbs;common,daily;82;18;3;häng;irregular;gehangen;;;;Can be regular or irregular. Irregular when intransitive (Das Bild hat gehangen).
V0146;verb;anmachen;to turn on;[ˈanˌmaxn̩];Kannst du das Licht anmachen?;Can you turn on the light?;Separable Verbs;common,daily;85;14;2;mach...an;separable;angemacht;;;;;
V0147;verb;ausmachen;to turn off;[ˈaʊ̯sˌmaxn̩];Mach bitte die Musik aus.;Please turn off the music.;Separable Verbs;common,daily;85;14;2;mach...aus;separable;ausgemacht;;;;;
V0148;verb;aufmachen;to open;[ˈaʊ̯fˌmaxn̩];Kannst du das Fenster aufmachen?;Can you open the window?;Separable Verbs;common,daily;84;14;2;mach...auf;separable;aufgemacht;;;;For doors, windows, bottles.
V0149;verb;zumachen;to close;[ˈt͡suːˌmaxn̩];Mach die Tür zu, es ist kalt.;Close the door, it's cold.;Separable Verbs;common,daily;84;14;2;mach...zu;separable;zugemacht;;;;For doors, windows, bottles.
V0150;verb;abholen;to pick up (someone/something);[ˈapˌhoːlən];Ich hole dich vom Bahnhof ab.;I'll pick you up from the train station.;Separable Verbs;common,daily;83;14;2;hol...ab;separable;abgeholt;;;;;
